target_id	length	eff_length	est_counts	tpm
FBtr0071763	4831	4614.65	412.211	5.03081
FBtr0071764	5180	4963.65	9.0165	0.102304
FBtr0100521	4644	4427.65	173.773	2.21037
FBtr0083387	4284	4067.65	0	0
FBtr0083388	3953	3736.65	249.135	3.75499
FBtr0300485	4559	4342.65	488.484	6.3351
FBtr0306337	5265	5048.65	207.381	2.3134
FBtr0083381	3549	3332.65	196.447	3.31981
FBtr0083382	3297	3080.65	76.7009	1.40222
FBtr0083383	3250	3033.65	94.194	1.7487
FBtr0083384	4743	4526.65	183.127	2.27841
FBtr0083385	3703	3486.65	36.0079	0.581629
FBtr0330709	2537	2320.65	61.5236	1.4931
FBtr0075357	6006	5789.65	535.959	5.21358
FBtr0112790	6060	5843.65	581.708	5.60633
FBtr0330130	6261	6044.65	120.481	1.12255
FBtr0330131	5967	5750.65	25.1904	0.246704
FBtr0330132	5913	5696.65	22.218	0.219656
FBtr0330133	6315	6098.65	132.808	1.22645
FBtr0330134	5712	5495.65	119.592	1.22558
FBtr0330135	5658	5441.65	107.335	1.11088
FBtr0330136	6060	5843.65	581.708	5.60633
FBtr0080168	1774	1557.65	594	21.477
FBtr0070072	917	700.727	0	0
FBtr0082780	4454	4237.65	2068.89	27.496
FBtr0300486	4077	3860.65	944.11	13.7727
FBtr0074015	2080	1863.65	0	0
FBtr0100326	1996	1779.65	0	0
FBtr0100328	2774	2557.65	0	0
FBtr0290063	2017	1800.65	0	0
FBtr0290064	1984	1767.65	86.885	2.76825
FBtr0305189	2053	1836.65	0	0
FBtr0305190	1963	1746.65	8.21067	0.264746
FBtr0305191	2690	2473.65	87.5557	1.99344
FBtr0305192	1969	1752.65	0.00856087	0.000275093
FBtr0305193	2002	1785.65	0	0
FBtr0305194	2020	1803.65	21.3126	0.665489
FBtr0305195	2041	1824.65	0	0
FBtr0305196	2026	1809.65	0.0273822	0.000852178
FBtr0085609	1944	1727.65	1300	42.3784
FBtr0085610	1894	1677.65	0	0
FBtr0084619	3469	3252.65	64.5	1.11681
FBtr0330310	3469	3252.65	64.5	1.11681
FBtr0072367	4782	4565.65	262.857	3.24246
FBtr0072368	4833	4616.65	178.143	2.17319
FBtr0073299	2460	2243.65	1370.42	34.3997
FBtr0073300	818	601.952	250.584	23.4449
FBtr0084639	2379	2162.65	193.579	5.04114
FBtr0084640	2216	1999.65	12.4212	0.349839
FBtr0070822	1637	1420.65	11110.8	440.47
FBtr0070823	2654	2437.65	1765.85	40.798
FBtr0100662	2252	2035.65	83.6052	2.31306
FBtr0100663	1928	1711.65	4983.47	163.974
FBtr0086029	1622	1405.65	5114	204.899
FBtr0071519	1726	1509.65	16987.7	633.747
FBtr0300946	2384	2167.65	19.2729	0.500742
FBtr0078478	1543	1326.65	11211.5	475.953
FBtr0334090	1619	1402.65	437.513	17.567
FBtr0082785	1565	1348.65	2798.18	116.851
FBtr0082786	1643	1426.65	2622.07	103.51
FBtr0083143	1572	1355.65	865	35.9356
FBtr0079219	4287	4070.65	133.273	1.84389
FBtr0079220	4260	4043.65	474.498	6.60874
FBtr0079221	4277	4060.65	1351.23	18.7409
FBtr0079431	4522	4305.65	4997.92	65.3744
FBtr0100353	1600	1383.65	234.081	9.52788
FBtr0086111	1663	1446.65	14.0426	0.54669
FBtr0086112	1795	1578.65	116.12	4.14265
FBtr0086113	1675	1458.65	315.802	12.1933
FBtr0330251	1701	1484.65	24.104	0.914369
FBtr0330252	1662	1445.65	31.9313	1.24397
FBtr0100589	1071	854.652	21712.4	1430.79
FBtr0100590	1016	799.652	540.052	38.0357
FBtr0100591	2077	1860.65	111.529	3.37582
FBtr0100593	2022	1805.65	4.84554	0.151135
FBtr0100594	1245	1028.65	190.833	10.4482
FBtr0006151	2077	1860.65	111.529	3.37582
FBtr0100187	2022	1805.65	4.84554	0.151135
FBtr0086744	2291	2074.65	1186	32.1956
FBtr0078053	1806	1589.65	31	1.09829
FBtr0083478	2113	1896.65	275.836	8.19069
FBtr0331348	2141	1924.65	11.1641	0.326685
FBtr0084994	2636	2419.65	58777.8	1368.1
FBtr0084995	1274	1057.65	53443.7	2845.85
FBtr0084999	1481	1264.65	3117.99	138.855
FBtr0085000	1745	1528.65	4113.34	151.546
FBtr0085001	1530	1313.65	549.473	23.5572
FBtr0114544	1797	1580.65	64.6192	2.30241
FBtr0306657	1526	1309.65	1143.87	49.1901
FBtr0310660	1528	1311.65	478.011	20.5247
FBtr0310661	1615	1398.65	8995.13	362.206
FBtr0081618	1833	1616.65	0	0
FBtr0081619	1540	1323.65	0	0
FBtr0081620	1524	1307.65	0	0
FBtr0081153	1744	1527.65	34.7213	1.28005
FBtr0081154	1789	1572.65	115.279	4.12833
FBtr0071331	1422	1205.65	48.3376	2.25798
FBtr0307281	973	756.691	156.662	11.6601
FBtr0086983	1621	1404.65	4129.08	165.555
FBtr0087004	1598	1381.65	10148.9	413.693
FBtr0089517	1252	1035.65	1620.93	88.1472
FBtr0089518	1184	967.652	902.082	52.503
FBtr0089519	1432	1215.65	484.86	22.4628
FBtr0089520	1300	1083.65	27.4127	1.42469
FBtr0070025	1249	1032.65	816.025	44.5048
FBtr0301931	1206	989.652	152.975	8.70553
FBtr0070504	1013	796.652	15	1.06043
FBtr0085611	280	96.6692	1918	1117.42
FBtr0077850	4874	4657.65	672.261	8.12884
FBtr0077851	4261	4044.65	31.1757	0.434103
FBtr0330658	4931	4714.65	0	0
FBtr0330659	4176	3959.65	240.21	3.41659
FBtr0330660	3931	3714.65	193.52	2.93403
FBtr0086058	4112	3895.65	813.982	11.7677
