target_id	length	eff_length	est_counts	tpm
FBtr0071763	4831	4614.93	342.925	4.20325
FBtr0071764	5180	4963.93	25.7742	0.293705
FBtr0100521	4644	4427.93	407.301	5.20313
FBtr0083387	4284	4067.93	0	0
FBtr0083388	3953	3736.93	304.509	4.60931
FBtr0300485	4559	4342.93	337.916	4.40125
FBtr0306337	5265	5048.93	121.575	1.36206
FBtr0083381	3549	3332.93	274.585	4.66017
FBtr0083382	3297	3080.93	107.071	1.9658
FBtr0083383	3250	3033.93	209.364	3.90344
FBtr0083384	4743	4526.93	178.857	2.23487
FBtr0083385	3703	3486.93	86.2872	1.39976
FBtr0330709	2537	2320.93	80.8358	1.97012
FBtr0075357	6006	5789.93	728.117	7.11342
FBtr0112790	6060	5843.93	433.687	4.1978
FBtr0330130	6261	6044.93	318.056	2.97621
FBtr0330131	5967	5750.93	54.6083	0.53712
FBtr0330132	5913	5696.93	92.3226	0.91668
FBtr0330133	6315	6098.93	193.733	1.79681
FBtr0330134	5712	5495.93	125.393	1.29057
FBtr0330135	5658	5441.93	217.397	2.2597
FBtr0330136	6060	5843.93	433.687	4.1978
FBtr0080168	1774	1557.93	294	10.6745
FBtr0070072	917	700.989	0	0
FBtr0082780	4454	4237.93	394.22	5.26181
FBtr0300486	4077	3860.93	1187.78	17.4018
FBtr0074015	2080	1863.93	0	0
FBtr0100326	1996	1779.93	0	0
FBtr0100328	2774	2557.93	0	0
FBtr0290063	2017	1800.93	0	0
FBtr0290064	1984	1767.93	33.7985	1.08139
FBtr0305189	2053	1836.93	0	0
FBtr0305190	1963	1746.93	17.3686	0.562393
FBtr0305191	2690	2473.93	80.1534	1.83267
FBtr0305192	1969	1752.93	0	0
FBtr0305193	2002	1785.93	0	0
FBtr0305194	2020	1803.93	0.257511	0.00807469
FBtr0305195	2041	1824.93	70.4219	2.18279
FBtr0305196	2026	1809.93	0	0
FBtr0085609	1944	1727.93	559	18.2994
FBtr0085610	1894	1677.93	0	0
FBtr0084619	3469	3252.93	83.5	1.45199
FBtr0330310	3469	3252.93	83.5	1.45199
FBtr0072367	4782	4565.93	324.754	4.02324
FBtr0072368	4833	4616.93	138.246	1.69375
FBtr0073299	2460	2243.93	2154.58	54.313
FBtr0073300	818	602.151	348.42	32.7302
FBtr0084639	2379	2162.93	202	5.28274
FBtr0084640	2216	1999.93	0	0
FBtr0070822	1637	1420.93	5337.19	212.466
FBtr0070823	2654	2437.93	2567.98	59.5827
FBtr0100662	2252	2035.93	3.23426	0.0898593
FBtr0100663	1928	1711.93	17725.3	585.678
FBtr0086029	1622	1405.93	5050	203.178
FBtr0071519	1726	1509.93	20589	771.308
FBtr0300946	2384	2167.93	22.0354	0.574945
FBtr0078478	1543	1326.93	10539	449.262
FBtr0334090	1619	1402.93	722.049	29.1126
FBtr0082785	1565	1348.93	3369.94	141.313
FBtr0082786	1643	1426.93	3831.32	151.878
FBtr0083143	1572	1355.93	1098	45.8052
FBtr0079219	4287	4070.93	72.4256	1.00635
FBtr0079220	4260	4043.93	1842.49	25.7722
FBtr0079221	4277	4060.93	322.084	4.48637
FBtr0079431	4522	4305.93	2235.64	29.3687
FBtr0100353	1600	1383.93	97.3627	3.9795
FBtr0086111	1663	1446.93	0	0
FBtr0086112	1795	1578.93	163.586	5.86048
FBtr0086113	1675	1458.93	489.764	18.989
FBtr0330251	1701	1484.93	19.65	0.748527
FBtr0330252	1662	1445.93	0	0
FBtr0100589	1071	854.934	60234.2	3985.31
FBtr0100590	1016	799.934	1696.98	119.998
FBtr0100591	2077	1860.93	128.953	3.91969
FBtr0100593	2022	1805.93	2.31484	0.0725052
FBtr0100594	1245	1028.93	1109.31	60.984
FBtr0006151	2077	1860.93	128.953	3.91969
FBtr0100187	2022	1805.93	2.31484	0.0725052
FBtr0086744	2291	2074.93	1785	48.6615
FBtr0078053	1806	1589.93	20	0.711544
FBtr0083478	2113	1896.93	359	10.7052
FBtr0331348	2141	1924.93	0	0
FBtr0084994	2636	2419.93	21555.6	503.858
FBtr0084995	1274	1057.93	14982.5	801.081
FBtr0084999	1481	1264.93	898.76	40.1908
FBtr0085000	1745	1528.93	1419.75	52.5261
FBtr0085001	1530	1313.93	25.7948	1.11048
FBtr0114544	1797	1580.93	347.19	12.4224
FBtr0306657	1526	1309.93	27.9078	1.20511
FBtr0310660	1528	1311.93	432.937	18.6665
FBtr0310661	1615	1398.93	2477.54	100.179
