target_id	length	eff_length	est_counts	tpm
ENST00000000233	1103	926.234	2821.63	120.227
ENST00000000412	2756	2579.23	3907.44	59.7894
ENST00000000442	2215	2038.23	556.808	10.7814
ENST00000001008	2267	2090.23	8112.48	153.173
ENST00000001146	4732	4555.23	0	0
ENST00000002125	2176	1999.23	542.673	10.7127
ENST00000002165	2356	2179.23	1293.49	23.4252
ENST00000002501	2079	1902.23	1895.5	39.3263
ENST00000002596	8031	7854.23	24	0.120595
ENST00000002829	3802	3625.23	0	0
ENST00000003084	6128	5951.23	0	0
ENST00000003100	3210	3033.23	3064.72	39.8757
ENST00000003302	4669	4492.23	122.39	1.07524
ENST00000003583	2544	2367.23	0	0
ENST00000003912	5481	5304.23	362.1	2.69419
ENST00000004103	1261	1084.23	0	0
ENST00000004531	7560	7383.23	0.373372	0.0019958
ENST00000004921	1324	1147.23	0	0
ENST00000004980	4838	4661.23	332.952	2.81905
ENST00000004982	1457	1280.23	17	0.524062
ENST00000005082	2021	1844.23	221.749	4.74536
ENST00000005178	3576	3399.23	1	0.0116103
ENST00000005180	526	349.234	0	0
ENST00000005226	2700	2523.23	0	0
ENST00000005257	2880	2703.23	1613.68	23.559
ENST00000005259	4572	4395.23	186.352	1.67331
ENST00000005260	3622	3445.23	1615	18.5002
ENST00000005284	3088	2911.23	1	0.0135564
ENST00000005286	3480	3303.23	104.631	1.25009
ENST00000005340	3018	2841.23	1205.06	16.7387
ENST00000005374	993	816.234	15.0991	0.730063
ENST00000005386	2332	2155.23	867.366	15.8829
ENST00000005558	1834	1657.23	76.5824	1.82376
ENST00000005756	2224	2047.23	0	0
ENST00000005995	1101	924.234	0	0
ENST00000006015	2295	2118.23	0	0
ENST00000006053	3321	3144.23	922.426	11.5782
ENST00000006101	886	709.234	99.3579	5.52886
ENST00000006251	1767	1590.23	637.34	15.8173
ENST00000006275	805	628.234	713.2	44.8036
ENST00000006658	2719	2542.23	298.479	4.63362
ENST00000006724	2489	2312.23	0	0
ENST00000006750	1269	1092.23	1072.02	38.7355
ENST00000006777	1802	1625.23	399.567	9.70278
ENST00000006967	2434	2257.23	1.45614	0.0254595
ENST00000007264	2050	1873.23	796.006	16.7705
ENST00000007390	1243	1066.23	1863	68.9577
ENST00000007414	3640	3463.23	314	3.57825
ENST00000007510	4401	4224.23	37.0799	0.346428
ENST00000007516	717	540.234	2427.39	177.329
ENST00000007633	2807	2630.23	12	0.180057
ENST00000007660	1790	1613.23	0	0
ENST00000007699	1590	1413.23	0	0
ENST00000007708	2384	2207.23	197.4	3.52957
ENST00000007722	3665	3488.23	0	0
ENST00000007735	1287	1110.23	0	0
ENST00000007969	1629	1452.23	154.509	4.19894
ENST00000008180	1056	879.234	104.663	4.69798
ENST00000008391	1711	1534.23	0	0
ENST00000008440	1667	1490.23	3.38044	0.0895244
ENST00000008527	3267	3090.23	141.014	1.80092
ENST00000008876	2566	2389.23	0	0
ENST00000008938	720	543.234	0	0
ENST00000009041	1728	1551.23	460.523	11.7165
ENST00000009105	2612	2435.23	0	0
ENST00000009180	1169	992.234	861.634	34.2714
ENST00000009530	981	804.234	11579.4	568.231
ENST00000009589	626	449.234	41147	3614.83
ENST00000010132	1816	1639.23	0	0
ENST00000010299	1050	873.234	1.48777	0.0672399
ENST00000010338	1767	1590.23	119.22	2.95876
ENST00000010404	901	724.234	0	0
ENST00000011292	1487	1310.23	0	0
ENST00000011473	2127	1950.23	22.6932	0.459231
ENST00000011619	3113	2936.23	989.95	13.3059
ENST00000011653	3114	2937.23	4059.6	54.5466
ENST00000011684	2881	2704.23	132.592	1.93507
ENST00000011691	815	638.234	711.054	43.9689
ENST00000011700	10969	10792.2	325.782	1.19135
ENST00000011898	4323	4146.23	1.77077e-05	1.68551e-07
ENST00000011989	951	774.234	0	0
ENST00000012049	2310	2133.23	571.765	10.578
ENST00000012134	9524	9347.23	367.198	1.55039
ENST00000012443	2109	1932.23	2312.92	47.2415
ENST00000013034	796	619.234	0	0
ENST00000013070	3694	3517.23	2841.48	31.8835
ENST00000013125	4354	4177.23	988.676	9.34089
ENST00000013222	2559	2382.23	16.2795	0.269699
ENST00000013807	1278	1101.23	336.399	12.0558
ENST00000014914	7362	7185.23	205.61	1.12934
ENST00000014930	1173	996.234	3	0.118845
ENST00000014935	2652	2475.23	42.2357	0.67342
ENST00000016171	2356	2179.23	471.134	8.53225
ENST00000016913	1167	990.234	0	0
