target_id	length	eff_length	est_counts	tpm
ENST00000000233	1103	926.117	2677.33	114.086
ENST00000000412	2756	2579.12	3873.28	59.266
ENST00000000442	2215	2038.12	662.011	12.8184
ENST00000001008	2267	2090.12	8147.74	153.838
ENST00000001146	4732	4555.12	0	0
ENST00000002125	2176	1999.12	526.707	10.3975
ENST00000002165	2356	2179.12	1325.91	24.0121
ENST00000002501	2079	1902.12	1892.26	39.2593
ENST00000002596	8031	7854.12	18	0.0904425
ENST00000002829	3802	3625.12	0	0
ENST00000003084	6128	5951.12	0	0
ENST00000003100	3210	3033.12	2972.31	38.6725
ENST00000003302	4669	4492.12	78.4576	0.689257
ENST00000003583	2544	2367.12	0	0
ENST00000003912	5481	5304.12	314.028	2.33643
ENST00000004103	1261	1084.12	7.28455	0.26517
ENST00000004531	7560	7383.12	0	0
ENST00000004921	1324	1147.12	0	0
ENST00000004980	4838	4661.12	352.633	2.98559
ENST00000004982	1457	1280.12	24	0.739876
ENST00000005082	2021	1844.12	113.889	2.43721
ENST00000005178	3576	3399.12	0	0
ENST00000005180	526	349.117	0	0
ENST00000005226	2700	2523.12	0	0
ENST00000005257	2880	2703.12	1637	23.8991
ENST00000005259	4572	4395.12	209.191	1.87832
ENST00000005260	3622	3445.12	1638	18.7632
ENST00000005284	3088	2911.12	2	0.0271124
ENST00000005286	3480	3303.12	57.7564	0.690039
ENST00000005340	3018	2841.12	1240.26	17.2274
ENST00000005374	993	816.117	15.1084	0.730572
ENST00000005386	2332	2155.12	926.026	16.957
ENST00000005558	1834	1657.12	72.6608	1.73039
ENST00000005756	2224	2047.12	0	0
ENST00000005995	1101	924.117	0	0
ENST00000006015	2295	2118.12	0	0
ENST00000006053	3321	3144.12	981.801	12.3232
ENST00000006101	886	709.117	84.8725	4.72331
ENST00000006251	1767	1590.12	575.924	14.2933
ENST00000006275	805	628.117	682.164	42.8593
ENST00000006658	2719	2542.12	375.772	5.83347
ENST00000006724	2489	2312.12	0	0
ENST00000006750	1269	1092.12	1056.86	38.1897
ENST00000006777	1802	1625.12	321.781	7.814
ENST00000006967	2434	2257.12	9.4178	0.164662
ENST00000007264	2050	1873.12	763.326	16.0821
ENST00000007390	1243	1066.12	1730.89	64.0709
ENST00000007414	3640	3463.12	348.582	3.97224
ENST00000007510	4401	4224.12	33.9604	0.317274
ENST00000007516	717	540.117	2401.93	175.497
ENST00000007633	2807	2630.12	0	0
ENST00000007660	1790	1613.12	0	0
ENST00000007699	1590	1413.12	0	0
ENST00000007708	2384	2207.12	150.699	2.69452
ENST00000007722	3665	3488.12	12.2913	0.139061
ENST00000007735	1287	1110.12	0	0
ENST00000007969	1629	1452.12	214.385	5.82625
ENST00000008180	1056	879.117	113.571	5.09824
ENST00000008391	1711	1534.12	0	0
ENST00000008440	1667	1490.12	0	0
ENST00000008527	3267	3090.12	148.641	1.89829
ENST00000008876	2566	2389.12	2.58439	0.0426891
ENST00000008938	720	543.117	0	0
ENST00000009041	1728	1551.12	460.488	11.7158
ENST00000009105	2612	2435.12	0	0
ENST00000009180	1169	992.117	799.613	31.8064
ENST00000009530	981	804.117	11617.1	570.131
ENST00000009589	626	449.117	41489.6	3645.67
ENST00000010132	1816	1639.12	11.0008	0.264858
ENST00000010299	1050	873.117	0	0
ENST00000010338	1767	1590.12	174.836	4.33909
ENST00000010404	901	724.117	0	0
ENST00000011292	1487	1310.12	0	0
ENST00000011473	2127	1950.12	23.974	0.485152
ENST00000011619	3113	2936.12	1093.1	14.6921
ENST00000011653	3114	2937.12	4078.12	54.7944
ENST00000011684	2881	2704.12	157.756	2.30228
ENST00000011691	815	638.117	703.114	43.4833
ENST00000011700	10969	10792.1	328.689	1.20192
ENST00000011898	4323	4146.12	0.000107045	1.01888e-06
ENST00000011989	951	774.117	0	0
ENST00000012049	2310	2133.12	588.993	10.8966
ENST00000012134	9524	9347.12	521.394	2.20133
ENST00000012443	2109	1932.12	2172.3	44.3695
ENST00000013034	796	619.117	0	0
ENST00000013070	3694	3517.12	2968.69	33.3101
ENST00000013125	4354	4177.12	978.4	9.24352
ENST00000013222	2559	2382.12	11	0.182233
ENST00000013807	1278	1101.12	309.905	11.1069
ENST00000014914	7362	7185.12	214.498	1.17811
ENST00000014930	1173	996.117	2.79482	0.110724
ENST00000014935	2652	2475.12	53.5015	0.853037
ENST00000016171	2356	2179.12	490.212	8.8777
ENST00000016913	1167	990.117	0	0
ENST00000016946	7253	7076.12	12.27	0.0684301
ENST00000017003	3507	3330.12	1188	14.0784
ENST00000019019	1986	1809.12	29.8452	0.651036
ENST00000019103	1865	1688.12	0	0
ENST00000019317	4368	4191.12	0	0
ENST00000020673	4183	4006.12	0	0
ENST00000020926	5144	4967.12	0	0
ENST00000020945	2088	1911.12	0	0
ENST00000022615	1355	1178.12	5559.1	186.215
ENST00000023064	1761	1584.12	0	0
ENST00000023897	2083	1906.12	0	0
ENST00000023939	1650	1473.12	3600.35	96.4506
ENST00000024061	3546	3369.12	0	0
ENST00000025008	6635	6458.12	490.423	2.99683
ENST00000025301	9913	9736.12	1546	6.26644
ENST00000025399	1442	1265.12	21.6216	0.674458
ENST00000025469	1540	1363.12	409.477	11.8548
ENST00000026218	2846	2669.12	279.375	4.13064
ENST00000027335	3693	3516.12	5.79903	0.0650862
ENST00000029410	1747	1570.12	490.544	12.3294
ENST00000031135	1244	1067.12	17.6076	0.651156
ENST00000031146	5192	5015.12	1855.66	14.6021
ENST00000033079	5465	5288.12	772.334	5.7637
ENST00000034275	1762	1585.12	400.103	9.96111
ENST00000035307	3973	3796.12	786.517	8.17648
ENST00000035383	5000	4823.12	0	0
ENST00000037243	1002	825.117	3364.57	160.92
ENST00000037502	2095	1918.12	3553	73.1
ENST00000037869	1810	1633.12	2004.76	48.4442
ENST00000038176	3569	3392.12	1618.93	18.8345
ENST00000039007	1585	1408.12	0	0
ENST00000039989	4469	4292.12	911.318	8.37907
ENST00000040584	3371	3194.12	1	0.0123551
ENST00000040663	1735	1558.12	304.553	7.71366
ENST00000040738	10565	10388.1	1367.56	5.19526
ENST00000040877	5130	4953.12	2183	17.3929
ENST00000042381	4051	3874.12	930.857	9.48217
ENST00000042931	1908	1731.12	0	0
ENST00000043402	2157	1980.12	0	0
ENST00000044462	1254	1077.12	3883.93	142.3
ENST00000045083	4279	4102.12	0	0
ENST00000045347	1410	1233.12	0	0
ENST00000046087	1213	1036.12	0	0
ENST00000046640	2866	2689.12	284.191	4.1706
ENST00000046794	4678	4501.12	820.298	7.19198
ENST00000050961	11091	10914.1	0	0
ENST00000052569	4590	4413.12	785.824	7.02712
ENST00000052754	2392	2215.12	0	0
ENST00000053243	994	817.117	3603.35	174.028
ENST00000053468	2110	1933.12	1035	21.129
ENST00000053469	1874	1697.12	0	0
ENST00000053867	2148	1971.12	12791	256.089
ENST00000054650	1366	1189.12	353.584	11.7345
ENST00000054666	2205	2028.12	363.279	7.06879
ENST00000054668	420	243.529	0	0
ENST00000054950	2572	2395.12	3009.44	49.5856
ENST00000055077	1695	1518.12	2126.19	55.2706
ENST00000055335	3421	3244.12	161.079	1.95947
ENST00000055682	11719	11542.1	610	2.08565
ENST00000056217	5544	5367.12	278.842	2.05029
ENST00000056233	3686	3509.12	1246.05	14.0131
ENST00000057513	2416	2239.12	0	0
ENST00000060969	2190	2013.12	117.308	2.29961
ENST00000061240	6708	6531.12	0	0
ENST00000062104	1294	1117.12	0	0
ENST00000064571	3024	2847.12	0	0
ENST00000064724	2169	1992.12	0	0
ENST00000064778	7296	7119.12	1613.22	8.94262
ENST00000064780	3535	3358.12	335.51	3.94282
ENST00000066544	5801	5624.12	1532.42	10.7528
ENST00000070846	4241	4064.12	0	0
ENST00000072516	4697	4520.12	0	0
ENST00000072644	1803	1626.12	475.785	11.5467
ENST00000072869	2377	2200.12	596.095	10.6922
ENST00000074304	6752	6575.12	2127.25	12.7677
ENST00000075120	3915	3738.12	2194.96	23.1724
ENST00000075322	2651	2474.12	535.133	8.53569
ENST00000075430	3538	3361.12	92.5144	1.08623
ENST00000075503	2995	2818.12	0	0
ENST00000078429	4147	3970.12	461	4.58242
ENST00000078445	2618	2441.12	0	0
ENST00000078527	2367	2190.12	483.179	8.7064
ENST00000080059	4095	3918.12	541.197	5.45099
ENST00000081029	1888	1711.12	1436	33.1186
ENST00000082259	2633	2456.12	0	0
ENST00000083182	6468	6291.12	892	5.59544
ENST00000084795	612	435.117	28001.1	2539.6
ENST00000084798	1844	1667.12	71.5665	1.69411
ENST00000085068	1122	945.117	1076.84	44.964
ENST00000085079	2355	2178.12	331.457	6.00542
ENST00000085219	3268	3091.12	11652	148.759
ENST00000086933	1033	856.117	0	0
ENST00000155093	5239	5062.12	166.452	1.29764
ENST00000155674	1735	1558.12	145.761	3.69179
ENST00000155840	3245	3068.12	19	0.244388
ENST00000155858	3929	3752.12	0	0
ENST00000155926	4391	4214.12	120.485	1.1283
ENST00000156084	2740	2563.12	1.83517	0.0282556
ENST00000156109	1735	1558.12	1092	27.6579
ENST00000156471	5945	5768.12	1523	10.4199
ENST00000156499	1060	883.117	0	0
ENST00000156626	2570	2393.12	0	0
ENST00000156825	2559	2382.12	30.0021	0.497033
ENST00000157600	1851	1674.12	750.739	17.697
ENST00000157812	1591	1414.12	2944.03	82.1589
ENST00000158009	1388	1211.12	0	0
ENST00000158149	3797	3620.12	107.775	1.17488
ENST00000158166	2459	2282.12	0	0
ENST00000158526	1240	1063.12	34.2958	1.27308
ENST00000158762	2512	2335.12	3557.38	60.12
ENST00000158771	4209	4032.12	583.242	5.70839
ENST00000159060	2042	1865.12	0	0
ENST00000159087	4152	3975.12	81.0012	0.804154
ENST00000159111	5593	5416.12	3280.26	23.9011
ENST00000159647	2964	2787.12	0.000177067	2.50714e-06
ENST00000160262	1934	1757.12	7415.3	166.543
ENST00000160298	3889	3712.12	60.4806	0.642972
ENST00000160373	5970	5793.12	0	0
ENST00000160382	1537	1360.12	0	0
ENST00000160713	558	381.117	0	0
ENST00000160740	6111	5934.12	26.6845	0.17746
ENST00000160827	2113	1936.12	2563.59	52.2533
ENST00000161006	1386	1209.12	0	0
ENST00000161559	3519	3342.12	253.772	2.99654
ENST00000161863	6316	6139.12	812.555	5.22329
ENST00000162023	1623	1446.12	382.561	10.4399
ENST00000162044	1820	1643.12	593.643	14.2578
ENST00000162330	3221	3044.12	850.497	11.0258
ENST00000162391	5523	5346.12	470	3.46942
ENST00000162749	2223	2046.12	407.246	7.85459
ENST00000163416	2969	2792.12	940.809	13.2974
ENST00000164024	11956	11779.1	294.391	0.9863
ENST00000164133	2745	2568.12	442.682	6.8026
ENST00000164139	3198	3021.12	0	0
ENST00000164227	2038	1861.12	777	16.4757
ENST00000164247	4273	4096.12	0	0
ENST00000164305	2172	1995.12	378.215	7.48113
ENST00000164640	3689	3512.12	0	0
ENST00000165524	264	96.1306	0	0
ENST00000165698	3857	3680.12	0	0
ENST00000166133	489	312.149	0	0
ENST00000166139	2501	2324.12	1493.33	25.3568
ENST00000166244	4943	4766.12	0	0
ENST00000166345	2672	2495.12	668.368	10.5711
ENST00000166534	2230	2053.12	271.212	5.21305
ENST00000167106	5724	5547.12	405.763	2.8867
ENST00000167462	3480	3303.12	0	0
ENST00000167586	1662	1485.12	2	0.0531455
ENST00000167588	1737	1560.12	0	0
