target_id	length	eff_length	est_counts	tpm
ENST00000000233	1103	925.743	2775	118.201
ENST00000000412	2756	2578.74	3783.33	57.8516
ENST00000000442	2215	2037.74	610.978	11.8229
ENST00000001008	2267	2089.74	7973.59	150.456
ENST00000001146	4732	4554.74	0	0
ENST00000002125	2176	1998.74	432.753	8.53753
ENST00000002165	2356	2178.74	1293.41	23.4088
ENST00000002501	2079	1901.74	1756.88	36.4283
ENST00000002596	8031	7853.74	17.7075	0.0889056
ENST00000002829	3802	3624.74	0	0
ENST00000003084	6128	5950.74	0	0
ENST00000003100	3210	3032.74	3058.36	39.7651
ENST00000003302	4669	4491.74	79.4065	0.697092
ENST00000003583	2544	2366.74	0	0
ENST00000003912	5481	5303.74	354.803	2.63787
ENST00000004103	1261	1083.74	9.77132	0.35553
ENST00000004531	7560	7382.74	0	0
ENST00000004921	1324	1146.74	0	0
ENST00000004980	4838	4660.74	286.604	2.42481
ENST00000004982	1457	1279.74	29	0.893561
ENST00000005082	2021	1843.74	144.197	3.08394
ENST00000005178	3576	3398.74	2	0.0232039
ENST00000005180	526	348.743	0	0
ENST00000005226	2700	2522.74	0	0
ENST00000005257	2880	2702.74	1603	23.3872
ENST00000005259	4572	4394.74	231.56	2.07768
ENST00000005260	3622	3444.74	1617	18.5098
ENST00000005284	3088	2910.74	3	0.0406412
ENST00000005286	3480	3302.74	79.9366	0.954377
ENST00000005340	3018	2840.74	1221.7	16.9582
ENST00000005374	993	815.743	5.67977	0.274553
ENST00000005386	2332	2154.74	899.51	16.4611
ENST00000005558	1834	1656.74	52.9516	1.2603
ENST00000005756	2224	2046.74	0	0
ENST00000005995	1101	923.743	0	0
ENST00000006015	2295	2117.74	0	0
ENST00000006053	3321	3143.74	899.742	11.2855
ENST00000006101	886	708.743	90.0304	5.00898
ENST00000006251	1767	1589.74	665.823	16.5151
ENST00000006275	805	627.743	688.559	43.2522
ENST00000006658	2719	2541.74	366.627	5.68777
ENST00000006724	2489	2311.74	0	0
ENST00000006750	1269	1091.74	975.016	35.216
ENST00000006777	1802	1624.74	321.305	7.79799
ENST00000006967	2434	2256.74	7.41923	0.129636
ENST00000007264	2050	1872.74	892.146	18.7848
ENST00000007390	1243	1065.74	1681.91	62.2299
ENST00000007414	3640	3462.74	371.23	4.22738
ENST00000007510	4401	4223.74	74.0623	0.691431
ENST00000007516	717	539.743	2350.68	171.734
ENST00000007633	2807	2629.74	0	0
ENST00000007660	1790	1612.74	0	0
ENST00000007699	1590	1412.74	1	0.0279117
ENST00000007708	2384	2206.74	204.448	3.65326
ENST00000007722	3665	3487.74	0	0
ENST00000007735	1287	1109.74	0	0
ENST00000007969	1629	1451.74	201.372	5.46965
ENST00000008180	1056	878.743	131.091	5.8825
ENST00000008391	1711	1533.74	0	0
ENST00000008440	1667	1489.74	0.163217	0.00432019
ENST00000008527	3267	3089.74	144	1.83776
ENST00000008876	2566	2388.74	0	0
ENST00000008938	720	542.743	0	0
ENST00000009041	1728	1550.74	363.455	9.24189
ENST00000009105	2612	2434.74	0	0
ENST00000009180	1169	991.743	848.232	33.726
ENST00000009530	981	803.743	11328	555.759
ENST00000009589	626	448.743	41271.7	3626.63
ENST00000010132	1816	1638.74	0	0
ENST00000010299	1050	872.743	0	0
ENST00000010338	1767	1589.74	206.34	5.11807
ENST00000010404	901	723.743	0	0
ENST00000011292	1487	1309.74	0	0
ENST00000011473	2127	1949.74	24.4301	0.49408
ENST00000011619	3113	2935.74	995.72	13.3742
ENST00000011653	3114	2936.74	4038.51	54.2257
ENST00000011684	2881	2703.74	144	2.10013
ENST00000011691	815	637.743	666.256	41.195
ENST00000011700	10969	10791.7	317.722	1.16093
ENST00000011898	4323	4145.74	8.73858e-05	8.31166e-07
ENST00000011989	951	773.743	0	0
ENST00000012049	2310	2132.74	588.437	10.8795
ENST00000012134	9524	9346.74	354.383	1.49507
ENST00000012443	2109	1931.74	2283.47	46.6116
ENST00000013034	796	618.743	0	0
ENST00000013070	3694	3516.74	3068.69	34.4081
ENST00000013125	4354	4176.74	987.557	9.32339
