target_id	length	eff_length	est_counts	tpm
FBtr0071763	4831	4614.43	270.997	3.42874
FBtr0071764	5180	4963.43	17.4046	0.204725
FBtr0100521	4644	4427.43	175.598	2.31557
FBtr0083387	4284	4067.43	0	0
FBtr0083388	3953	3736.43	121.107	1.89234
FBtr0300485	4559	4342.43	190.688	2.56376
FBtr0306337	5265	5048.43	57.206	0.661566
FBtr0083381	3549	3332.43	221.199	3.87534
FBtr0083382	3297	3080.43	43.8865	0.831779
FBtr0083383	3250	3033.43	123.807	2.38287
FBtr0083384	4743	4526.43	301.625	3.89045
FBtr0083385	3703	3486.43	68.4654	1.14651
FBtr0330709	2537	2320.43	100.018	2.5165
FBtr0075357	6006	5789.43	600.44	6.05511
FBtr0112790	6060	5843.43	227.483	2.27284
FBtr0330130	6261	6044.43	93.2463	0.900668
FBtr0330131	5967	5750.43	4.54185	0.0461127
FBtr0330132	5913	5696.43	12.4319	0.127416
FBtr0330133	6315	6098.43	36.4292	0.348755
FBtr0330134	5712	5495.43	31.5582	0.335273
FBtr0330135	5658	5441.43	89.3868	0.959067
FBtr0330136	6060	5843.43	227.483	2.27284
FBtr0080168	1774	1557.43	542	20.318
FBtr0070072	917	700.556	0	0
FBtr0082780	4454	4237.43	1380.02	19.0139
FBtr0300486	4077	3860.43	570.98	8.63523
FBtr0074015	2080	1863.43	0	0
FBtr0100326	1996	1779.43	0	0
FBtr0100328	2774	2557.43	0	0
FBtr0290063	2017	1800.43	0	0
FBtr0290064	1984	1767.43	4.32835e-08	1.42978e-09
FBtr0305189	2053	1836.43	0	0
FBtr0305190	1963	1746.43	0	0
FBtr0305191	2690	2473.43	73.131	1.7262
FBtr0305192	1969	1752.43	0	0
FBtr0305193	2002	1785.43	0	0
FBtr0305194	2020	1803.43	0	0
FBtr0305195	2041	1824.43	82.869	2.65188
FBtr0305196	2026	1809.43	0	0
FBtr0085609	1944	1727.43	855	28.8971
FBtr0085610	1894	1677.43	0	0
FBtr0084619	3469	3252.43	45.5	0.816755
FBtr0330310	3469	3252.43	45.5	0.816755
FBtr0072367	4782	4565.43	203.487	2.60221
FBtr0072368	4833	4616.43	109.513	1.385
FBtr0073299	2460	2243.43	1883.25	49.0101
FBtr0073300	818	601.779	394.745	38.2973
FBtr0084639	2379	2162.43	142.571	3.84927
FBtr0084640	2216	1999.43	23.4288	0.68412
FBtr0070822	1637	1420.43	12120.1	498.168
FBtr0070823	2654	2437.43	1630.47	39.0545
FBtr0100662	2252	2035.43	196.416	5.63392
FBtr0100663	1928	1711.43	4036.02	137.684
FBtr0086029	1622	1405.43	4878	202.639
FBtr0071519	1726	1509.43	22010.2	851.333
FBtr0300946	2384	2167.43	335.847	9.04661
FBtr0078478	1543	1326.43	8821.97	388.303
FBtr0334090	1619	1402.43	1104.03	45.961
FBtr0082785	1565	1348.43	2946.65	127.582
FBtr0082786	1643	1426.43	2397.35	98.1229
FBtr0083143	1572	1355.43	1126	48.501
FBtr0079219	4287	4070.43	218.47	3.13357
FBtr0079220	4260	4043.43	765.701	11.056
FBtr0079221	4277	4060.43	1006.83	14.4768
FBtr0079431	4522	4305.43	1703.02	23.0936
FBtr0100353	1600	1383.43	144.979	6.11837
FBtr0086111	1663	1446.43	30.4012	1.22711
FBtr0086112	1795	1578.43	115.111	4.25777
FBtr0086113	1675	1458.43	255.321	10.2209
FBtr0330251	1701	1484.43	7.23987	0.284748
FBtr0330252	1662	1445.43	66.9267	2.70328
FBtr0100589	1071	854.425	62333.8	4259.29
FBtr0100590	1016	799.425	2875.18	209.979
FBtr0100591	2077	1860.43	76.5195	2.40131
FBtr0100593	2022	1805.43	1.1183	0.036163
FBtr0100594	1245	1028.43	2348.78	133.339
FBtr0006151	2077	1860.43	76.5195	2.40131
FBtr0100187	2022	1805.43	1.1183	0.036163
FBtr0086744	2291	2074.43	1611	45.3404
FBtr0078053	1806	1589.43	14	0.514252
FBtr0083478	2113	1896.43	487	14.9927
FBtr0331348	2141	1924.43	0	0
FBtr0084994	2636	2419.43	44383.4	1071.02
FBtr0084995	1274	1057.43	25460.5	1405.74
FBtr0084999	1481	1264.43	1848.07	85.3323
FBtr0085000	1745	1528.43	1787.55	68.2814
FBtr0085001	1530	1313.43	129.208	5.74343
FBtr0114544	1797	1580.43	18.4854	0.682877
FBtr0306657	1526	1309.43	61.3085	2.73356
FBtr0310660	1528	1311.43	74.3885	3.31169
FBtr0310661	1615	1398.43	2166.15	90.435
