target_id	length	eff_length	est_counts	tpm
FBtr0071763	4831	4614.77	199.113	2.57684
FBtr0071764	5180	4963.77	17.8044	0.214217
FBtr0100521	4644	4427.77	205.083	2.7662
FBtr0083387	4284	4067.77	0	0
FBtr0083388	3953	3736.77	200.347	3.20203
FBtr0300485	4559	4342.77	353.687	4.86397
FBtr0306337	5265	5048.77	92.966	1.09971
FBtr0083381	3549	3332.77	148.432	2.65987
FBtr0083382	3297	3080.77	50.4057	0.977145
FBtr0083383	3250	3033.77	137.288	2.70265
FBtr0083384	4743	4526.77	224.268	2.95882
FBtr0083385	3703	3486.77	50.6483	0.867522
FBtr0330709	2537	2320.77	71.9579	1.85176
FBtr0075357	6006	5789.77	523.995	5.40511
FBtr0112790	6060	5843.77	259.801	2.65513
FBtr0330130	6261	6044.77	61.2313	0.604969
FBtr0330131	5967	5750.77	9.20909	0.0956378
FBtr0330132	5913	5696.77	18.8928	0.198064
FBtr0330133	6315	6098.77	31.1637	0.305173
FBtr0330134	5712	5495.77	88.322	0.959797
FBtr0330135	5658	5441.77	186.584	2.04774
FBtr0330136	6060	5843.77	259.801	2.65513
FBtr0080168	1774	1557.77	488	18.7092
FBtr0070072	917	700.917	0	0
FBtr0082780	4454	4237.77	575.291	8.10754
FBtr0300486	4077	3860.77	869.709	13.4536
FBtr0074015	2080	1863.77	16.437	0.526709
FBtr0100326	1996	1779.77	0	0
FBtr0100328	2774	2557.77	2.09193	0.0488454
FBtr0290063	2017	1800.77	0	0
FBtr0290064	1984	1767.77	77.9031	2.63189
FBtr0305189	2053	1836.77	0	0
FBtr0305190	1963	1746.77	3.65716	0.125039
FBtr0305191	2690	2473.77	72.1901	1.74284
FBtr0305192	1969	1752.77	22.2655	0.75866
FBtr0305193	2002	1785.77	0	0
FBtr0305194	2020	1803.77	0	0
FBtr0305195	2041	1824.77	10.4552	0.342185
FBtr0305196	2026	1809.77	0	0
FBtr0085609	1944	1727.77	533.938	18.4563
FBtr0085610	1894	1677.77	24.0616	0.856506
FBtr0084619	3469	3252.77	135.5	2.48785
FBtr0330310	3469	3252.77	135.5	2.48785
FBtr0072367	4782	4565.77	192.918	2.52347
FBtr0072368	4833	4616.77	95.0817	1.22998
FBtr0073299	2460	2243.77	1557.24	41.4491
FBtr0073300	818	602.202	259.762	25.7616
FBtr0084639	2379	2162.77	176	4.86006
FBtr0084640	2216	1999.77	0	0
FBtr0070822	1637	1420.77	8022.83	337.243
FBtr0070823	2654	2437.77	4211.76	103.183
FBtr0100662	2252	2035.77	0.987164	0.0289601
FBtr0100663	1928	1711.77	17071.2	595.603
FBtr0086029	1622	1405.77	6186	262.806
FBtr0071519	1726	1509.77	16032.2	634.194
FBtr0300946	2384	2167.77	24.775	0.682557
FBtr0078478	1543	1326.77	9864.07	444.017
FBtr0334090	1619	1402.77	1033.93	44.0194
FBtr0082785	1565	1348.77	3821.21	169.2
FBtr0082786	1643	1426.77	3686.03	154.292
FBtr0083143	1572	1355.77	1315	57.9267
FBtr0079219	4287	4070.77	202.349	2.96868
FBtr0079220	4260	4043.77	2303.6	34.022
FBtr0079221	4277	4060.77	1129.05	16.6052
FBtr0079431	4522	4305.77	10244.5	142.095
FBtr0100353	1600	1383.77	426.495	18.4073
FBtr0086111	1663	1446.77	30.6367	1.26468
FBtr0086112	1795	1578.77	101.605	3.84358
FBtr0086113	1675	1458.77	351.613	14.3952
FBtr0330251	1701	1484.77	19.9051	0.800653
FBtr0330252	1662	1445.77	70.24	2.90151
FBtr0100589	1071	854.769	22397.3	1564.9
FBtr0100590	1016	799.769	591.703	44.1853
FBtr0100591	2077	1860.77	128.531	4.12529
FBtr0100593	2022	1805.77	7.20039	0.23814
FBtr0100594	1245	1028.77	113.51	6.58956
FBtr0006151	2077	1860.77	128.531	4.12529
FBtr0100187	2022	1805.77	7.20039	0.23814
FBtr0086744	2291	2074.77	1278	36.7875
FBtr0078053	1806	1589.77	6	0.225401
FBtr0083478	2113	1896.77	181	5.69905
FBtr0331348	2141	1924.77	0	0
FBtr0084994	2636	2419.77	17534.7	432.775
FBtr0084995	1274	1057.77	12958.1	731.627
FBtr0084999	1481	1264.77	2449.06	115.645
FBtr0085000	1745	1528.77	817.751	31.9461
FBtr0085001	1530	1313.77	173.704	7.89642
FBtr0114544	1797	1580.77	6.40923	0.242145
FBtr0306657	1526	1309.77	179.505	8.18501
FBtr0310660	1528	1311.77	379.521	17.2789
FBtr0310661	1615	1398.77	995.257	42.494
FBtr0081618	1833	1616.77	0	0
FBtr0081619	1540	1323.77	1.3795e-06	6.22369e-08
FBtr0081620	1524	1307.77	3	0.137003
FBtr0081153	1744	1527.77	47.1577	1.84346
FBtr0081154	1789	1572.77	97.8423	3.71536
FBtr0071331	1422	1205.77	59.0876	2.92665
FBtr0307281	973	756.827	117.912	9.30469
FBtr0086983	1621	1404.77	2954.12	125.592
FBtr0087004	1598	1381.77	3769.88	162.941
FBtr0089517	1252	1035.77	3408.81	196.552
FBtr0089518	1184	967.769	993.681	61.3217
FBtr0089519	1432	1215.77	914.39	44.9179
FBtr0089520	1300	1083.77	286.941	15.8123
FBtr0070025	1249	1032.77	178.785	10.3387
FBtr0301931	1206	989.769	1220.22	73.6277
FBtr0070504	1013	796.769	22	1.64903
FBtr0085611	280	96.7933	1519	937.241
FBtr0077850	4874	4657.77	626.314	8.03069
FBtr0077851	4261	4044.77	0	0
FBtr0330658	4931	4714.77	0	0
