target_id	length	eff_length	est_counts	tpm
ENST00000000233	1103	925.478	2819.73	120.066
ENST00000000412	2756	2578.48	3863.6	59.0485
ENST00000000442	2215	2037.48	562.793	10.8852
ENST00000001008	2267	2089.48	8110.77	152.969
ENST00000001146	4732	4554.48	0	0
ENST00000002125	2176	1998.48	475.826	9.38272
ENST00000002165	2356	2178.48	1381.77	24.9956
ENST00000002501	2079	1901.48	1886.59	39.099
ENST00000002596	8031	7853.48	12	0.0602143
ENST00000002829	3802	3624.48	0	0
ENST00000003084	6128	5950.48	0	0
ENST00000003100	3210	3032.48	2999.41	38.9779
ENST00000003302	4669	4491.48	99.6589	0.874394
ENST00000003583	2544	2366.48	13	0.216482
ENST00000003912	5481	5303.48	378.464	2.81219
ENST00000004103	1261	1083.48	3.5673	0.129748
ENST00000004531	7560	7382.48	0	0
ENST00000004921	1324	1146.48	0	0
ENST00000004980	4838	4660.48	433.545	3.66593
ENST00000004982	1457	1279.48	30	0.923993
ENST00000005082	2021	1843.48	171.867	3.67396
ENST00000005178	3576	3398.48	4	0.0463827
ENST00000005180	526	348.478	0	0
ENST00000005226	2700	2522.48	0	0
ENST00000005257	2880	2702.48	1653.27	24.108
ENST00000005259	4572	4394.48	225.456	2.02178
ENST00000005260	3622	3444.48	1605	18.3625
ENST00000005284	3088	2910.48	1	0.0135399
ENST00000005286	3480	3302.48	90.2407	1.07682
ENST00000005340	3018	2840.48	1258.12	17.4546
ENST00000005374	993	815.478	20.8831	1.00917
ENST00000005386	2332	2154.48	937.279	17.1438
ENST00000005558	1834	1656.48	28.7504	0.683973
ENST00000005756	2224	2046.48	0	0
ENST00000005995	1101	923.478	0	0
ENST00000006015	2295	2117.48	0	0
ENST00000006053	3321	3143.48	979	12.273
ENST00000006101	886	708.478	81.8754	4.55415
ENST00000006251	1767	1589.48	683.421	16.9439
ENST00000006275	805	627.478	774.036	48.6119
ENST00000006658	2719	2541.48	319.367	4.95203
ENST00000006724	2489	2311.48	0	0
ENST00000006750	1269	1091.48	888.637	32.0841
ENST00000006777	1802	1624.48	301.43	7.31229
ENST00000006967	2434	2256.48	7.09025	0.123826
ENST00000007264	2050	1872.48	706.701	14.873
ENST00000007390	1243	1065.48	1766.89	65.3498
ENST00000007414	3640	3462.48	363	4.13142
ENST00000007510	4401	4223.48	0	0
ENST00000007516	717	539.478	2481.15	181.242
ENST00000007633	2807	2629.48	10.2965	0.154313
ENST00000007660	1790	1612.48	0	0
ENST00000007699	1590	1412.48	0	0
ENST00000007708	2384	2206.48	168.173	3.00356
ENST00000007722	3665	3487.48	0	0
ENST00000007735	1287	1109.48	0	0
ENST00000007969	1629	1451.48	168.683	4.57974
ENST00000008180	1056	878.478	199.347	8.9425
ENST00000008391	1711	1533.48	0	0
ENST00000008440	1667	1489.48	0	0
ENST00000008527	3267	3089.48	153	1.95158
ENST00000008876	2566	2388.48	0	0
ENST00000008938	720	542.478	0	0
ENST00000009041	1728	1550.48	460.298	11.6991
ENST00000009105	2612	2434.48	0	0
ENST00000009180	1169	991.478	885.466	35.194
ENST00000009530	981	803.478	11734.7	575.542
ENST00000009589	626	448.478	41106.3	3612
ENST00000010132	1816	1638.48	14.7961	0.355867
ENST00000010299	1050	872.478	5.28611	0.23876
ENST00000010338	1767	1589.48	97.0209	2.40542
ENST00000010404	901	723.478	0	0
ENST00000011292	1487	1309.48	0	0
ENST00000011473	2127	1949.48	42.3435	0.85595
ENST00000011619	3113	2935.48	1006.74	13.515
ENST00000011653	3114	2936.48	3950.32	53.0135
ENST00000011684	2881	2703.48	116.717	1.70135
ENST00000011691	815	637.478	747.798	46.2274
ENST00000011700	10969	10791.5	297.167	1.08518
ENST00000011898	4323	4145.48	9.53426e-06	9.06343e-08
ENST00000011989	951	773.478	0	0
ENST00000012049	2310	2132.48	554.184	10.2412
ENST00000012134	9524	9346.48	691.887	2.91721
ENST00000012443	2109	1931.48	2250.38	45.9142
ENST00000013034	796	618.478	0	0
ENST00000013070	3694	3516.48	3108.75	34.8384
ENST00000013125	4354	4176.48	971.939	9.17084
ENST00000013222	2559	2381.48	12	0.198571
ENST00000013807	1278	1100.48	314.814	11.2733
ENST00000014914	7362	7184.48	205.746	1.12854
ENST00000014930	1173	995.478	2	0.0791733
ENST00000014935	2652	2474.48	91.2428	1.4531
ENST00000016171	2356	2178.48	452.417	8.184
ENST00000016913	1167	989.478	0	0
ENST00000016946	7253	7075.48	17.2402	0.0960213
ENST00000017003	3507	3329.48	1273	15.0672
ENST00000019019	1986	1808.48	50.1867	1.09359
ENST00000019103	1865	1687.48	0	0
ENST00000019317	4368	4190.48	0	0
ENST00000020673	4183	4005.48	0	0
ENST00000020926	5144	4966.48	0	0
ENST00000020945	2088	1910.48	0	0
ENST00000022615	1355	1177.48	5641.88	188.821
ENST00000023064	1761	1583.48	0	0
ENST00000023897	2083	1905.48	0	0
ENST00000023939	1650	1472.48	3532.85	94.5489
ENST00000024061	3546	3368.48	0	0
