target_id	length	eff_length	est_counts	tpm
ENST00000000233	1103	925.61	2887.3	122.974
ENST00000000412	2756	2578.61	3849.99	58.8606
ENST00000000442	2215	2037.61	628.791	12.1657
ENST00000001008	2267	2089.61	8014.89	151.211
ENST00000001146	4732	4554.61	0	0
ENST00000002125	2176	1998.61	510.681	10.0733
ENST00000002165	2356	2178.61	1284.38	23.2414
ENST00000002501	2079	1901.61	1795.63	37.226
ENST00000002596	8031	7853.61	17	0.0853356
ENST00000002829	3802	3624.61	0	0
ENST00000003084	6128	5950.61	0	0
ENST00000003100	3210	3032.61	3015.34	39.1986
ENST00000003302	4669	4491.61	141.577	1.24263
ENST00000003583	2544	2366.61	0	0
ENST00000003912	5481	5303.61	335.442	2.49342
ENST00000004103	1261	1083.61	5.62111	0.204503
ENST00000004531	7560	7382.61	0	0
ENST00000004921	1324	1146.61	0	0
ENST00000004980	4838	4660.61	257.488	2.17803
ENST00000004982	1457	1279.61	16	0.492939
ENST00000005082	2021	1843.61	234.758	5.01998
ENST00000005178	3576	3398.61	0	0
ENST00000005180	526	348.61	0	0
ENST00000005226	2700	2522.61	0	0
ENST00000005257	2880	2702.61	1630.64	23.7863
ENST00000005259	4572	4394.61	208.232	1.868
ENST00000005260	3622	3444.61	1620	18.5407
ENST00000005284	3088	2910.61	3	0.0406338
ENST00000005286	3480	3302.61	110.992	1.3249
ENST00000005340	3018	2840.61	1223.1	16.9747
ENST00000005374	993	815.61	6.02832	0.291383
ENST00000005386	2332	2154.61	849.886	15.5504
ENST00000005558	1834	1656.61	90.3346	2.14973
ENST00000005756	2224	2046.61	0	0
ENST00000005995	1101	923.61	0	0
ENST00000006015	2295	2117.61	0	0
ENST00000006053	3321	3143.61	952.791	11.9487
ENST00000006101	886	708.61	96.7125	5.38054
ENST00000006251	1767	1589.61	635.57	15.7624
ENST00000006275	805	627.61	829.899	52.1298
ENST00000006658	2719	2541.61	288.024	4.46756
ENST00000006724	2489	2311.61	0	0
ENST00000006750	1269	1091.61	963.615	34.8006
ENST00000006777	1802	1624.61	360.301	8.74314
ENST00000006967	2434	2256.61	0.459611	0.00802942
ENST00000007264	2050	1872.61	676.624	14.2446
ENST00000007390	1243	1065.61	1771.89	65.5525
ENST00000007414	3640	3462.61	346	3.93934
ENST00000007510	4401	4223.61	0.000129912	1.2126e-06
ENST00000007516	717	539.61	2429.82	177.519
ENST00000007633	2807	2629.61	0	0
ENST00000007660	1790	1612.61	0	0
ENST00000007699	1590	1412.61	0	0
ENST00000007708	2384	2206.61	171.839	3.07007
ENST00000007722	3665	3487.61	0.444466	0.00502413
ENST00000007735	1287	1109.61	0	0
ENST00000007969	1629	1451.61	189.572	5.14842
ENST00000008180	1056	878.61	116.568	5.23039
ENST00000008391	1711	1533.61	0	0
ENST00000008440	1667	1489.61	0	0
ENST00000008527	3267	3089.61	136	1.73534
ENST00000008876	2566	2388.61	0	0
ENST00000008938	720	542.61	0	0
ENST00000009041	1728	1550.61	363.424	9.23978
ENST00000009105	2612	2434.61	0	0
ENST00000009180	1169	991.61	839.773	33.3865
ENST00000009530	981	803.61	11348.3	556.721
ENST00000009589	626	448.61	41221.2	3622.45
ENST00000010132	1816	1638.61	16.3485	0.393325
ENST00000010299	1050	872.61	9.35963	0.422852
ENST00000010338	1767	1589.61	233.893	5.80066
ENST00000010404	901	723.61	0	0
ENST00000011292	1487	1309.61	0	0
ENST00000011473	2127	1949.61	0	0
ENST00000011619	3113	2935.61	965.808	12.9701
ENST00000011653	3114	2936.61	4090.04	54.9075
ENST00000011684	2881	2703.61	121.975	1.7786
ENST00000011691	815	637.61	718.56	44.4282
ENST00000011700	10969	10791.6	324.081	1.18391
ENST00000011898	4323	4145.61	2.58891e-05	2.46195e-07
ENST00000011989	951	773.61	0	0
ENST00000012049	2310	2132.61	602.64	11.1403
ENST00000012134	9524	9346.61	716.284	3.02121
ENST00000012443	2109	1931.61	2185.66	44.608
ENST00000013034	796	618.61	0	0
ENST00000013070	3694	3516.61	3085.63	34.5915
ENST00000013125	4354	4176.61	993.696	9.37951
ENST00000013222	2559	2381.61	14.919	0.246955
ENST00000013807	1278	1100.61	352.138	12.6133
ENST00000014914	7362	7184.61	198.924	1.09153
ENST00000014930	1173	995.61	1	0.0395969
ENST00000014935	2652	2474.61	100.454	1.60033
ENST00000016171	2356	2178.61	469.407	8.49416
ENST00000016913	1167	989.61	0	0
ENST00000016946	7253	7075.61	156.79	0.873582
ENST00000017003	3507	3329.61	1261	14.9304
ENST00000019019	1986	1808.61	71.373	1.55575
ENST00000019103	1865	1687.61	0	0
ENST00000019317	4368	4190.61	0	0
ENST00000020673	4183	4005.61	0	0
ENST00000020926	5144	4966.61	0	0
ENST00000020945	2088	1910.61	0	0
ENST00000022615	1355	1177.61	5699.46	190.802
ENST00000023064	1761	1583.61	0	0
ENST00000023897	2083	1905.61	0	0
ENST00000023939	1650	1472.61	3541.34	94.8047
ENST00000024061	3546	3368.61	0	0
ENST00000025008	6635	6457.61	398.509	2.43286
ENST00000025301	9913	9735.61	1636	6.62477
ENST00000025399	1442	1264.61	0	0
ENST00000025469	1540	1362.61	594.743	17.2071
ENST00000026218	2846	2668.61	250.914	3.70673
ENST00000027335	3693	3515.61	2.14979	0.0241072
ENST00000029410	1747	1569.61	530.124	13.3148
ENST00000031135	1244	1066.61	35.5162	1.31272
ENST00000031146	5192	5014.61	1728.93	13.5922
ENST00000033079	5465	5287.61	759.326	5.66134
ENST00000034275	1762	1584.61	268.858	6.68885
ENST00000035307	3973	3795.61	779.597	8.09727
ENST00000035383	5000	4822.61	0	0
ENST00000037243	1002	824.61	3410.84	163.066
ENST00000037502	2095	1917.61	3663	75.3056
ENST00000037869	1810	1632.61	1937.58	46.7873
ENST00000038176	3569	3391.61	1666.97	19.3764
ENST00000039007	1585	1407.61	0	0
ENST00000039989	4469	4291.61	836.051	7.68004
ENST00000040584	3371	3193.61	1	0.0123444
ENST00000040663	1735	1557.61	330.497	8.36488
ENST00000040738	10565	10387.6	1419.35	5.38671
ENST00000040877	5130	4952.61	2286	18.1967
ENST00000042381	4051	3873.61	807.68	8.22004
ENST00000042931	1908	1730.61	0	0
ENST00000043402	2157	1979.61	0	0
ENST00000044462	1254	1076.61	4080.73	149.427
ENST00000045083	4279	4101.61	0	0
ENST00000045347	1410	1232.61	0	0
ENST00000046087	1213	1035.61	0	0
ENST00000046640	2866	2688.61	295.563	4.33383
ENST00000046794	4678	4500.61	775.439	6.79245
ENST00000050961	11091	10913.6	0	0
ENST00000052569	4590	4412.61	755.735	6.75188
ENST00000052754	2392	2214.61	0	0
ENST00000053243	994	816.61	3459.43	167.009
ENST00000053468	2110	1932.61	1002	20.4397
ENST00000053469	1874	1696.61	0	0
ENST00000053867	2148	1970.61	12473	249.529
ENST00000054650	1366	1188.61	329.371	10.9244
ENST00000054666	2205	2027.61	377.666	7.34301
ENST00000054668	420	243.256	0	0
ENST00000054950	2572	2394.61	3093.4	50.9275
ENST00000055077	1695	1517.61	2065.04	53.6436
ENST00000055335	3421	3243.61	150.44	1.82846
ENST00000055682	11719	11541.6	583	1.99137
ENST00000056217	5544	5366.61	252.537	1.85514
ENST00000056233	3686	3508.61	1181.92	13.2801
ENST00000057513	2416	2238.61	13.981	0.246213
ENST00000060969	2190	2012.61	111.312	2.18038
ENST00000061240	6708	6530.61	0	0
ENST00000062104	1294	1116.61	0	0
ENST00000064571	3024	2846.61	0	0
ENST00000064724	2169	1991.61	0	0
ENST00000064778	7296	7118.61	1570.43	8.69706
ENST00000064780	3535	3357.61	292.825	3.43818
ENST00000066544	5801	5623.61	1546.1	10.8386
ENST00000070846	4241	4063.61	0	0
ENST00000072516	4697	4519.61	0	0
ENST00000072644	1803	1625.61	427.062	10.3568
ENST00000072869	2377	2199.61	636.815	11.4135
ENST00000074304	6752	6574.61	2225.45	13.3444
ENST00000075120	3915	3737.61	2244.95	23.679
ENST00000075322	2651	2473.61	509.447	8.1193
ENST00000075430	3538	3360.61	161.264	1.89178
ENST00000075503	2995	2817.61	0	0
ENST00000078429	4147	3969.61	509	5.05499
ENST00000078445	2618	2440.61	0	0
ENST00000078527	2367	2189.61	409.225	7.36794
ENST00000080059	4095	3917.61	465.166	4.68099
ENST00000081029	1888	1710.61	1505	34.6845
ENST00000082259	2633	2455.61	0	0
ENST00000083182	6468	6290.61	941	5.89722
ENST00000084795	612	434.61	27986.1	2538.59
ENST00000084798	1844	1666.61	77	1.82141
ENST00000085068	1122	944.61	1044.71	43.6009
ENST00000085079	2355	2177.61	346.709	6.27676
ENST00000085219	3268	3090.61	11718.3	149.476
ENST00000086933	1033	855.61	0	0
ENST00000155093	5239	5061.61	143.779	1.11984
ENST00000155674	1735	1557.61	196.123	4.96388
ENST00000155840	3245	3067.61	29	0.37269
ENST00000155858	3929	3751.61	0	0
ENST00000155926	4391	4213.61	106.612	0.997473
ENST00000156084	2740	2562.61	9.191	0.141394
ENST00000156109	1735	1557.61	1127	28.5243
ENST00000156471	5945	5767.61	1542	10.54
ENST00000156499	1060	882.61	1	0.0446665
ENST00000156626	2570	2392.61	0	0
ENST00000156825	2559	2381.61	0	0
ENST00000157600	1851	1673.61	793.891	18.7007
ENST00000157812	1591	1413.61	2849.73	79.4739
ENST00000158009	1388	1210.61	3.41488	0.111204
ENST00000158149	3797	3619.61	158.226	1.72332
ENST00000158166	2459	2281.61	0	0
ENST00000158526	1240	1062.61	18.9907	0.70456
ENST00000158762	2512	2334.61	3575.16	60.3714
ENST00000158771	4209	4031.61	509.957	4.98661
ENST00000159060	2042	1864.61	0	0
ENST00000159087	4152	3974.61	77	0.763742
ENST00000159111	5593	5415.61	3140.21	22.8593
ENST00000159647	2964	2786.61	0	0
ENST00000160262	1934	1756.61	7746.13	173.844
ENST00000160298	3889	3711.61	66.9954	0.711596
ENST00000160373	5970	5792.61	0	0
ENST00000160382	1537	1359.61	0	0
ENST00000160713	558	380.61	0	0
ENST00000160740	6111	5933.61	74.1915	0.49293
ENST00000160827	2113	1935.61	2564.46	52.2311
ENST00000161006	1386	1208.61	0	0
ENST00000161559	3519	3341.61	274.568	3.23925
ENST00000161863	6316	6138.61	758	4.86799
ENST00000162023	1623	1445.61	402.333	10.972
ENST00000162044	1820	1642.61	613.096	14.7145
ENST00000162330	3221	3043.61	672.15	8.70618
ENST00000162391	5523	5345.61	444	3.27443
ENST00000162749	2223	2045.61	375.191	7.23069
ENST00000163416	2969	2791.61	936.078	13.2193
ENST00000164024	11956	11778.6	325.987	1.09108
ENST00000164133	2745	2567.61	424.479	6.51746
ENST00000164139	3198	3020.61	0	0
ENST00000164227	2038	1860.61	808	17.1201
ENST00000164247	4273	4095.61	0	0
ENST00000164305	2172	1994.61	351.329	6.94395
ENST00000164640	3689	3511.61	0	0
ENST00000165524	264	95.7055	0	0
ENST00000165698	3857	3679.61	0	0
ENST00000166133	489	311.641	0	0
ENST00000166139	2501	2323.61	1513.62	25.6806
ENST00000166244	4943	4765.61	0	0
ENST00000166345	2672	2494.61	602.982	9.5291
ENST00000166534	2230	2052.61	222.901	4.28111
ENST00000167106	5724	5546.61	460.877	3.27573
ENST00000167462	3480	3302.61	0	0
ENST00000167586	1662	1484.61	1	0.0265545
ENST00000167588	1737	1559.61	0	0
ENST00000167825	3443	3265.61	0	0
ENST00000168148	1024	846.61	0	0
ENST00000168216	960	782.61	3129.87	157.664
ENST00000168712	1220	1042.61	0	0
ENST00000168977	1126	948.61	0	0
ENST00000169293	2440	2262.61	0	0
ENST00000169298	4645	4467.61	0.00164042	1.44754e-05
ENST00000169551	1527	1349.61	846.976	24.7408
ENST00000169565	891	713.61	0	0
ENST00000170150	1898	1720.61	0	0
ENST00000170168	4578	4400.61	1087	9.73794
ENST00000170447	2848	2670.61	992.51	14.6513
ENST00000170564	3492	3314.61	321	3.81789
ENST00000170630	3446	3268.61	860.825	10.3825
ENST00000171000	3604	3426.61	0	0
ENST00000171111	2955	2777.61	148.739	2.11108
ENST00000171214	1714	1536.61	0	0
ENST00000171757	1714	1536.61	456.443	11.7104
ENST00000171887	10331	10153.6	11.6261	0.0451403
ENST00000172229	3417	3239.61	0	0
ENST00000172853	20577	20399.6	0	0
ENST00000173229	5954	5776.61	112.311	0.766476
